round,accuracy
1,7.76
2,11.72
3,13.53
4,15.39
5,16.05
6,16.8
7,17.13
8,17.75
9,18.24
10,17.92
11,17.89
12,18.15
13,18.27
14,17.71
15,18.07
16,17.66
17,17.65
18,17.53
19,17.26
20,17.44
21,17.24
22,17.23
23,17.22
24,17.31
25,17.26
26,17.4
27,17.23
28,17.23
29,17.61
30,17.52
31,17.43
32,17.46
33,17.29
34,17.72
35,17.61
36,17.28
37,17.53
38,17.42
39,17.38
40,17.58
41,17.18
42,17.22
43,17.55
44,17.37
45,17.31
46,17.19
47,17.14
48,17.56
49,17.44
50,17.58
51,17.3
52,17.37
53,17.23
54,17.46
55,17.45
56,17.45
57,17.26
58,17.63
59,17.44
60,17.54
61,17.39
62,17.28
63,17.25
64,17.33
65,17.44
66,17.35
67,17.31
68,17.17
69,17.19
70,17.4
71,17.51
72,17.3
73,17.28
74,17.38
75,17.41
76,17.37
77,17.37
78,17.26
79,17.3
80,17.32
81,17.37
82,17.04
83,17.31
84,17.26
85,17.21
86,17.48
87,17.3
88,17.33
89,17.11
90,17.31
91,17.28
92,17.5
93,17.78
94,17.41
95,17.44
96,17.33
97,17.7
98,17.38
99,17.45
100,17.3
