round,accuracy
1,91.82
2,94.23
3,95.17
4,95.87
5,96.42
6,96.74
7,96.98
8,97.2
9,97.3
10,97.52
11,97.57
12,97.63
13,97.79
14,97.83
15,97.85
16,97.83
17,98.0
18,98.03
19,98.02
20,97.98
21,98.02
22,97.95
23,98.03
24,98.12
25,98.09
26,98.11
27,98.06
28,98.09
29,98.14
30,98.1
31,98.09
32,98.06
33,98.08
34,98.07
35,98.14
36,98.19
37,98.17
38,98.18
39,98.15
40,98.22
41,98.2
42,98.19
43,98.2
44,98.24
45,98.26
46,98.23
47,98.23
48,98.24
49,98.21
50,98.25
51,98.28
52,98.21
53,98.23
54,98.25
55,98.21
56,98.22
57,98.22
58,98.24
59,98.23
60,98.23
61,98.19
62,98.18
63,98.21
64,98.23
65,98.2
66,98.21
67,98.2
68,98.22
69,98.2
70,98.21
71,98.22
72,98.2
73,98.15
74,98.25
75,98.22
76,98.17
77,98.19
78,98.2
79,98.21
80,98.21
81,98.19
82,98.19
83,98.2
84,98.21
85,98.24
86,98.18
87,98.25
88,98.24
89,98.18
90,98.17
91,98.19
92,98.21
93,98.18
94,98.24
95,98.26
96,98.21
97,98.17
98,98.17
99,98.17
100,98.19
