round,accuracy
1,15.42
2,25.59
3,36.28
4,46.89
5,46.62
6,51.66
7,54.59
8,56.75
9,60.51
10,61.95
11,62.73
12,65.11
13,65.55
14,67.84
15,67.66
16,69.89
17,70.26
18,71.0
19,71.62
20,72.35
21,72.69
22,73.4
23,73.66
24,74.05
25,74.67
26,74.84
27,74.95
28,75.12
29,75.38
30,75.36
31,76.01
32,75.91
33,75.72
34,76.44
35,76.36
36,76.5
37,76.87
38,76.37
39,76.97
40,76.15
41,76.96
42,76.58
43,77.06
44,76.89
45,77.08
46,77.29
47,76.97
48,77.33
49,77.55
50,76.92
51,77.56
52,77.1
53,77.27
54,77.44
55,77.57
56,77.29
57,77.78
58,77.47
59,77.75
60,77.67
61,77.65
62,77.42
63,77.6
64,77.56
65,77.25
66,77.73
67,77.8
68,78.04
69,77.76
70,77.81
71,77.57
72,77.65
73,77.53
74,77.73
75,77.62
76,77.5
77,77.31
78,77.89
79,77.77
80,77.64
81,77.71
82,77.32
83,77.71
84,77.89
85,77.75
86,77.92
87,77.67
88,77.75
89,77.91
90,77.48
91,77.45
92,77.57
93,77.72
94,77.55
95,77.61
96,77.83
97,77.64
98,77.62
99,77.55
100,77.54
