round,accuracy
1,13.68
2,14.04
3,14.51
4,14.01
5,13.99
6,13.75
7,13.58
8,13.69
9,13.48
10,13.46
11,13.41
12,13.43
13,13.15
14,13.12
15,13.26
16,12.79
17,13.09
18,12.82
19,13.06
20,12.65
21,12.87
22,12.7
23,12.44
24,12.67
25,12.58
26,12.8
27,12.52
28,12.74
29,12.61
30,12.6
31,12.64
32,12.32
33,12.35
34,12.31
35,12.37
36,12.34
37,12.36
38,12.26
39,12.35
40,12.2
41,12.26
42,12.14
43,11.92
44,12.05
45,12.05
46,12.18
47,12.14
48,11.88
49,12.04
50,11.95
51,12.28
52,12.18
53,12.0
54,12.09
55,11.87
56,11.95
57,11.87
58,11.79
59,12.04
60,12.0
61,12.07
62,11.88
63,11.93
64,12.0
65,11.71
66,11.84
67,11.97
68,12.01
69,11.86
70,11.88
71,11.7
72,11.8
73,11.84
74,11.76
75,11.83
76,11.85
77,11.79
78,11.78
79,11.77
80,11.79
81,11.85
82,11.4
83,11.82
84,11.58
85,11.61
86,11.52
87,11.74
88,11.76
89,11.59
90,11.7
91,11.54
92,11.6
93,11.58
94,11.55
95,11.68
96,11.59
97,11.53
98,11.64
99,11.51
100,11.68
