round,accuracy
1,3.35
2,6.33
3,9.35
4,10.93
5,12.24
6,13.45
7,14.2
8,15.2
9,15.78
10,16.65
11,16.99
12,17.06
13,17.94
14,18.13
15,18.38
16,18.92
17,19.38
18,19.57
19,19.8
20,20.06
21,19.85
22,20.07
23,20.19
24,20.44
25,20.79
26,20.62
27,20.42
28,20.65
29,20.66
30,20.82
31,21.02
32,21.08
33,20.72
34,21.21
35,20.98
36,21.31
37,21.23
38,21.37
39,21.13
40,21.13
41,21.29
42,21.1
43,21.32
44,20.88
45,20.85
46,21.27
47,21.36
48,21.78
49,21.46
50,21.73
51,21.2
52,21.22
53,21.44
54,21.57
55,21.34
56,21.82
57,21.25
58,21.42
59,21.21
60,21.19
61,21.16
62,20.97
63,21.03
64,21.22
65,21.02
66,20.96
67,20.63
68,21.05
69,21.27
70,20.98
71,20.95
72,21.01
73,21.22
74,20.85
75,21.08
76,20.83
77,21.31
78,20.76
79,20.96
80,20.25
81,20.88
82,20.82
83,20.66
84,20.66
85,20.99
86,20.6
87,20.72
88,20.44
89,20.34
90,20.1
91,20.24
92,20.59
93,20.07
94,20.4
95,20.02
96,20.28
97,20.34
98,19.94
99,20.1
100,20.12
