round,accuracy
1,4.57
2,7.34
3,9.43
4,11.05
5,12.16
6,13.6
7,14.47
8,15.3
9,15.71
10,16.2
11,17.06
12,16.9
13,17.7
14,17.7
15,17.89
16,18.13
17,18.53
18,18.66
19,18.97
20,18.94
21,18.79
22,19.21
23,19.2
24,19.44
25,19.68
26,19.56
27,19.41
28,19.61
29,19.24
30,19.61
31,19.5
32,19.52
33,19.56
34,19.6
35,19.44
36,19.65
37,19.97
38,19.66
39,19.83
40,19.92
41,19.77
42,20.06
43,19.7
44,19.78
45,19.87
46,19.7
47,19.89
48,19.63
49,19.8
50,19.47
51,19.63
52,19.76
53,19.58
54,19.73
55,19.81
56,19.53
57,19.56
58,19.61
59,19.75
60,19.6
61,19.49
62,19.49
63,19.55
64,19.47
65,19.34
66,19.72
67,19.7
68,19.44
69,19.98
70,19.84
71,19.67
72,19.76
73,19.53
74,19.36
75,19.77
76,19.63
77,20.07
78,19.58
79,19.87
80,19.83
81,19.92
82,19.5
83,19.61
84,19.59
85,19.68
86,19.65
87,19.64
88,19.58
89,19.55
90,19.7
91,19.55
92,19.86
93,19.47
94,19.52
95,19.42
96,19.28
97,19.45
98,19.79
99,19.57
100,19.35
