round,accuracy
1,9.73
2,11.47
3,11.84
4,12.32
5,12.42
6,12.64
7,12.93
8,12.48
9,13.04
10,12.9
11,13.06
12,13.13
13,12.79
14,12.72
15,12.89
16,12.69
17,13.17
18,12.8
19,12.74
20,12.54
21,12.71
22,12.89
23,12.83
24,12.75
25,12.74
26,12.78
27,12.69
28,12.82
29,12.92
30,12.93
31,12.87
32,12.81
33,12.97
34,12.68
35,12.46
36,12.85
37,12.81
38,12.85
39,12.85
40,12.76
41,13.24
42,12.85
43,12.68
44,12.67
45,12.44
46,12.46
47,12.8
48,12.67
49,12.65
50,12.62
51,12.59
52,12.74
53,12.77
54,12.44
55,12.6
56,12.36
57,12.48
58,12.5
59,12.15
60,12.58
61,12.39
62,12.27
63,12.61
64,12.35
65,12.44
66,12.44
67,12.38
68,12.53
69,12.44
70,12.14
71,12.27
72,12.25
73,12.23
74,12.22
75,12.26
76,12.06
77,11.73
78,12.13
79,12.05
80,12.29
81,11.93
82,12.28
83,12.13
84,12.25
85,12.09
86,12.07
87,11.95
88,12.11
89,12.07
90,12.1
91,11.97
92,12.28
93,12.06
94,11.98
95,11.87
96,11.8
97,11.97
98,11.94
99,12.06
100,12.0
