round,accuracy
1,91.0
2,91.25
3,91.35
4,91.72
5,91.47
6,91.62
7,91.68
8,91.73
9,91.7
10,91.77
11,91.82
12,91.72
13,91.75
14,91.71
15,91.73
16,91.62
17,91.76
18,91.59
19,91.6
20,91.83
21,91.63
22,91.82
23,91.85
24,92.01
25,91.75
26,91.99
27,91.83
28,91.84
29,91.89
30,91.93
31,91.87
32,91.78
33,91.92
34,91.77
35,91.9
36,91.99
37,91.67
38,91.83
39,91.72
40,91.89
41,91.88
42,91.83
43,91.82
44,91.77
45,91.75
46,91.9
47,91.74
48,91.69
49,91.82
50,91.86
51,91.81
52,91.78
53,92.05
54,91.77
55,91.88
56,91.91
57,91.82
58,91.78
59,91.79
60,91.8
61,91.72
62,91.37
63,91.83
64,91.99
65,91.76
66,91.89
67,91.96
68,91.78
69,92.05
70,91.75
71,91.88
72,92.01
73,91.77
74,91.83
75,92.01
76,91.67
77,91.81
78,91.79
79,91.74
80,91.68
81,91.91
82,91.74
83,91.85
84,91.73
85,91.91
86,91.92
87,91.77
88,91.8
89,91.76
90,91.91
91,91.7
92,91.84
93,91.89
94,91.81
95,91.88
96,91.71
97,91.78
98,91.76
99,91.82
100,91.72
