round,accuracy
1,1.34
2,2.35
3,3.63
4,4.59
5,5.54
6,6.37
7,6.98
8,7.52
9,8.05
10,8.25
11,8.77
12,9.15
13,9.02
14,9.49
15,9.66
16,10.18
17,9.81
18,10.52
19,10.61
20,11.11
21,11.13
22,11.36
23,11.35
24,12.34
25,12.03
26,12.3
27,12.13
28,12.34
29,12.48
30,12.89
31,12.66
32,13.03
33,12.82
34,13.1
35,12.81
36,13.33
37,12.94
38,13.48
39,13.77
40,14.11
41,13.84
42,14.27
43,13.97
44,14.4
45,13.98
46,14.42
47,13.94
48,14.23
49,14.04
50,14.8
51,14.19
52,14.93
53,14.73
54,14.64
55,14.84
56,14.47
57,15.11
58,14.79
59,15.04
60,15.14
61,15.68
62,15.26
63,15.74
64,15.54
65,15.97
66,15.84
67,15.44
68,15.94
69,15.19
70,15.71
71,15.83
72,16.28
73,15.5
74,16.52
75,15.97
76,16.33
77,15.86
78,16.3
79,16.19
80,16.27
81,15.77
82,16.47
83,16.53
84,15.89
85,16.61
86,16.4
87,16.53
88,16.55
89,16.46
90,16.37
91,16.32
92,16.3
93,16.34
94,16.18
95,16.35
96,15.78
97,16.51
98,16.22
99,16.33
100,16.27
