round,accuracy
1,2.22
2,4.44
3,5.32
4,7.05
5,8.64
6,9.05
7,10.14
8,10.93
9,11.28
10,11.88
11,12.55
12,13.14
13,13.35
14,13.74
15,14.14
16,14.39
17,14.77
18,14.88
19,15.36
20,15.85
21,16.49
22,16.64
23,16.81
24,17.05
25,17.32
26,17.47
27,17.48
28,18.07
29,17.98
30,17.82
31,18.21
32,18.21
33,18.49
34,18.25
35,18.5
36,18.63
37,18.58
38,18.54
39,18.56
40,18.49
41,18.56
42,18.53
43,18.68
44,18.54
45,18.74
46,18.57
47,18.54
48,18.43
49,18.66
50,18.79
51,18.56
52,18.46
53,18.71
54,18.71
55,18.6
56,18.3
57,18.44
58,18.42
59,18.37
60,18.15
61,18.42
62,18.29
63,18.23
64,18.11
65,17.99
66,17.79
67,17.82
68,17.95
69,17.67
70,17.72
71,17.38
72,17.67
73,17.51
74,17.47
75,17.42
76,17.84
77,17.53
78,17.81
79,17.51
80,17.33
81,17.1
82,17.19
83,17.11
84,17.17
85,17.14
86,17.1
87,17.51
88,17.1
89,17.4
90,17.3
91,17.0
92,16.98
93,17.26
94,16.93
95,17.11
96,16.97
97,17.08
98,17.25
99,17.28
100,17.22
