round,accuracy
1,14.11
2,30.71
3,36.08
4,44.28
5,51.2
6,53.37
7,57.28
8,59.69
9,61.14
10,62.05
11,63.07
12,64.93
13,65.19
14,65.91
15,65.97
16,66.23
17,66.82
18,67.14
19,67.12
20,67.69
21,67.58
22,67.54
23,67.81
24,67.98
25,68.5
26,68.28
27,67.93
28,68.79
29,68.7
30,68.7
31,69.1
32,68.41
33,68.58
34,68.57
35,68.86
36,69.09
37,68.87
38,68.93
39,68.83
40,68.93
41,68.63
42,68.7
43,68.87
44,68.96
45,68.41
46,68.68
47,68.7
48,68.6
49,68.84
50,68.84
51,68.7
52,68.89
53,68.77
54,68.88
55,68.76
56,68.77
57,68.73
58,68.88
59,68.84
60,68.99
61,68.94
62,68.81
63,69.02
64,68.75
65,68.94
66,68.9
67,69.07
68,68.94
69,68.99
70,69.08
71,69.06
72,69.19
73,68.98
74,68.82
75,68.99
76,68.99
77,69.16
78,69.16
79,69.09
80,69.23
81,69.15
82,69.2
83,69.14
84,69.07
85,69.22
86,69.17
87,69.28
88,69.24
89,69.32
90,69.05
91,69.31
92,69.27
93,69.21
94,69.18
95,69.14
96,68.96
97,68.82
98,68.98
99,69.2
100,69.11
