round,accuracy
1,89.34
2,92.6
3,94.39
4,95.69
5,96.5
6,97.09
7,97.37
8,97.65
9,97.76
10,97.77
11,97.94
12,98.09
13,98.1
14,98.23
15,98.26
16,98.29
17,98.32
18,98.37
19,98.42
20,98.45
21,98.51
22,98.47
23,98.62
24,98.58
25,98.65
26,98.7
27,98.72
28,98.7
29,98.66
30,98.73
31,98.64
32,98.76
33,98.67
34,98.77
35,98.79
36,98.75
37,98.73
38,98.76
39,98.8
40,98.78
41,98.82
42,98.77
43,98.79
44,98.81
45,98.74
46,98.8
47,98.82
48,98.82
49,98.76
50,98.84
51,98.8
52,98.89
53,98.84
54,98.83
55,98.82
56,98.81
57,98.82
58,98.86
59,98.86
60,98.81
61,98.82
62,98.85
63,98.88
64,98.9
65,98.86
66,98.9
67,98.86
68,98.89
69,98.85
70,98.87
71,98.87
72,98.88
73,98.84
74,98.82
75,98.83
76,98.89
77,98.83
78,98.84
79,98.88
80,98.89
81,98.85
82,98.85
83,98.92
84,98.87
85,98.9
86,98.92
87,98.87
88,98.93
89,98.91
90,98.89
91,98.89
92,98.87
93,98.91
94,98.87
95,98.92
96,98.94
97,98.88
98,98.89
99,98.92
100,98.84
