round,accuracy
1,90.54
2,90.91
3,90.75
4,90.8
5,90.51
6,90.6
7,90.54
8,90.64
9,90.59
10,90.64
11,90.21
12,90.25
13,90.37
14,90.38
15,90.19
16,90.1
17,90.16
18,89.89
19,89.95
20,90.16
21,89.99
22,89.97
23,89.9
24,89.99
25,89.9
26,89.68
27,89.72
28,89.82
29,89.72
30,89.67
31,89.71
32,89.86
33,89.55
34,89.56
35,89.54
36,89.59
37,89.58
38,89.59
39,89.42
40,89.44
41,89.5
42,89.41
43,89.45
44,89.4
45,89.3
46,89.31
47,89.23
48,89.4
49,89.43
50,89.44
51,89.39
52,89.25
53,89.32
54,89.21
55,89.27
56,89.26
57,89.28
58,89.28
59,89.11
60,89.47
61,89.16
62,89.08
63,89.14
64,89.08
65,89.16
66,89.32
67,89.11
68,89.19
69,89.07
70,89.22
71,89.07
72,89.11
73,89.09
74,89.01
75,88.99
76,89.06
77,89.05
78,89.07
79,89.0
80,88.97
81,88.92
82,89.05
83,89.04
84,88.96
85,88.92
86,88.89
87,89.19
88,88.88
89,88.87
90,88.87
91,88.84
92,88.96
93,88.81
94,88.95
95,88.87
96,88.84
97,88.84
98,88.86
99,88.95
100,88.79
