round,accuracy
1,38.06
2,38.72
3,38.32
4,38.65
5,38.51
6,37.98
7,38.83
8,37.72
9,38.13
10,37.98
11,37.59
12,37.44
13,37.51
14,37.87
15,37.49
16,38.17
17,37.13
18,37.54
19,38.09
20,37.49
21,38.08
22,38.15
23,37.22
24,37.33
25,37.84
26,37.64
27,37.5
28,37.7
29,37.22
30,37.3
31,37.51
32,36.43
33,37.33
34,37.32
35,37.42
36,37.55
37,36.89
38,37.14
39,37.43
40,36.58
41,37.21
42,37.17
43,37.02
44,36.86
45,36.88
46,37.16
47,36.83
48,36.97
49,36.91
50,36.71
51,37.2
52,37.39
53,36.89
54,36.94
55,37.2
56,36.53
57,37.0
58,36.49
59,37.32
60,36.12
61,37.05
62,36.91
63,37.66
64,36.58
65,36.63
66,37.29
67,36.45
68,37.83
69,36.35
70,36.71
71,36.77
72,36.71
73,36.65
74,36.5
75,35.8
76,37.09
77,36.44
78,36.13
79,36.49
80,36.85
81,35.98
82,36.25
83,36.21
84,36.41
85,36.7
86,36.05
87,36.81
88,36.83
89,36.13
90,36.72
91,36.26
92,37.2
93,36.42
94,36.71
95,36.76
96,36.53
97,36.21
98,36.59
99,36.48
100,35.98
