round,accuracy
1,11.47
2,28.16
3,38.29
4,41.87
5,48.93
6,52.85
7,55.63
8,59.42
9,61.81
10,63.24
11,64.46
12,66.06
13,66.69
14,68.75
15,69.73
16,70.48
17,70.77
18,71.34
19,71.9
20,71.66
21,72.8
22,72.49
23,73.08
24,73.42
25,73.9
26,73.98
27,73.95
28,74.5
29,74.54
30,74.37
31,74.55
32,74.56
33,74.53
34,75.22
35,75.0
36,74.88
37,74.61
38,75.33
39,75.93
40,75.42
41,75.5
42,75.25
43,75.59
44,75.22
45,75.76
46,75.29
47,75.47
48,75.34
49,75.77
50,75.67
51,75.55
52,75.46
53,75.58
54,75.44
55,75.71
56,75.87
57,75.69
58,75.85
59,75.83
60,76.18
61,75.95
62,75.7
63,75.89
64,76.08
65,75.61
66,75.81
67,76.04
68,75.89
69,75.93
70,75.91
71,76.28
72,75.71
73,75.69
74,76.16
75,75.71
76,75.51
77,76.04
78,76.2
79,75.73
80,76.34
81,76.22
82,76.21
83,76.24
84,76.1
85,76.12
86,75.99
87,76.18
88,76.56
89,76.48
90,76.45
91,76.35
92,76.42
93,76.35
94,76.14
95,76.0
96,76.25
97,76.27
98,75.88
99,76.35
100,76.39
