round,accuracy
1,18.15
2,93.26
3,98.36
4,99.05
5,99.13
6,99.33
7,99.32
8,99.39
9,99.41
10,99.46
11,99.43
12,99.41
13,99.42
14,99.55
15,99.51
16,99.53
17,99.5
18,99.53
19,99.47
20,99.52
21,99.56
22,99.55
23,99.52
24,99.6
25,99.56
26,99.54
27,99.59
28,99.55
29,99.59
30,99.57
31,99.54
32,99.57
33,99.56
34,99.56
35,99.6
36,99.6
37,99.58
38,99.54
39,99.61
40,99.57
41,99.6
42,99.58
43,99.56
44,99.6
45,99.58
46,99.58
47,99.61
48,99.57
49,99.59
50,99.57
51,99.56
52,99.58
53,99.6
54,99.57
55,99.57
56,99.59
57,99.57
58,99.61
59,99.6
60,99.56
61,99.6
62,99.57
63,99.6
64,99.61
65,99.61
66,99.59
67,99.61
68,99.58
69,99.59
70,99.6
71,99.58
72,99.6
73,99.6
74,99.6
75,99.6
76,99.59
77,99.59
78,99.59
79,99.6
80,99.58
81,99.58
82,99.59
83,99.6
84,99.58
85,99.61
86,99.6
87,99.62
88,99.59
89,99.56
90,99.59
91,99.57
92,99.62
93,99.6
94,99.59
95,99.6
96,99.58
97,99.59
98,99.6
99,99.58
100,99.6
