round,accuracy
1,9.22
2,11.47
3,12.18
4,12.67
5,12.32
6,12.91
7,12.59
8,12.44
9,12.47
10,12.85
11,12.26
12,12.49
13,12.84
14,12.33
15,12.49
16,12.93
17,12.27
18,12.48
19,12.39
20,12.43
21,12.53
22,12.44
23,12.03
24,12.06
25,11.75
26,11.79
27,12.08
28,11.84
29,11.77
30,11.75
31,12.02
32,11.63
33,11.77
34,11.62
35,11.5
36,11.7
37,11.55
38,11.4
39,11.2
40,11.15
41,11.2
42,11.14
43,11.27
44,11.26
45,11.51
46,11.29
47,11.26
48,11.31
49,11.33
50,11.07
51,11.08
52,11.0
53,11.19
54,11.31
55,11.26
56,11.07
57,10.79
58,10.93
59,11.14
60,10.79
61,10.91
62,10.75
63,10.74
64,10.87
65,10.64
66,10.72
67,10.73
68,10.68
69,10.73
70,10.76
71,10.86
72,10.76
73,10.69
74,10.7
75,10.65
76,10.73
77,10.67
78,10.5
79,10.69
80,10.88
81,10.62
82,10.65
83,10.6
84,10.44
85,10.51
86,10.59
87,10.54
88,10.44
89,10.4
90,10.36
91,10.36
92,10.33
93,10.58
94,10.47
95,10.21
96,10.26
97,10.16
98,10.38
99,10.34
100,10.38
