round,accuracy
1,33.78
2,38.35
3,40.81
4,42.83
5,45.25
6,46.91
7,48.2
8,48.89
9,49.67
10,50.34
11,50.35
12,50.7
13,50.96
14,50.5
15,49.94
16,50.16
17,49.96
18,49.89
19,49.6
20,49.65
21,49.11
22,49.5
23,49.56
24,49.29
25,49.25
26,49.24
27,49.46
28,49.06
29,49.14
30,49.29
31,49.4
32,49.57
33,49.53
34,49.1
35,49.22
36,49.55
37,49.13
38,49.47
39,49.03
40,49.1
41,49.46
42,49.3
43,49.21
44,49.74
45,49.12
46,49.31
47,49.03
48,48.99
49,49.09
50,49.27
51,49.02
52,48.8
53,49.16
54,48.8
55,48.36
56,48.94
57,48.79
58,48.91
59,48.61
60,48.67
61,48.8
62,48.76
63,48.93
64,48.45
65,48.76
66,48.67
67,48.52
68,48.4
69,49.01
70,48.95
71,48.55
72,48.83
73,48.56
74,48.78
75,48.45
76,48.75
77,48.43
78,48.62
79,48.44
80,48.35
81,48.23
82,48.35
83,48.27
84,48.02
85,48.02
86,48.29
87,48.21
88,47.7
89,47.74
90,47.98
91,47.99
92,47.97
93,48.02
94,47.66
95,47.76
96,47.82
97,47.71
98,47.75
99,47.91
100,47.83
