round,accuracy
1,89.24
2,92.37
3,93.91
4,95.44
5,96.33
6,96.9
7,97.32
8,97.52
9,97.74
10,97.99
11,97.98
12,98.11
13,98.17
14,98.24
15,98.32
16,98.43
17,98.51
18,98.57
19,98.47
20,98.58
21,98.7
22,98.69
23,98.79
24,98.83
25,98.8
26,98.82
27,98.88
28,98.91
29,98.82
30,98.82
31,98.88
32,99.0
33,98.95
34,98.95
35,98.99
36,98.96
37,98.97
38,98.95
39,98.94
40,99.01
41,98.99
42,98.98
43,98.97
44,99.03
45,99.03
46,98.99
47,98.98
48,99.01
49,99.02
50,99.01
51,99.03
52,99.02
53,99.03
54,99.02
55,99.07
56,99.05
57,99.03
58,99.08
59,99.03
60,99.06
61,99.16
62,99.06
63,99.04
64,99.06
65,99.04
66,99.03
67,99.08
68,99.08
69,99.08
70,99.09
71,99.07
72,99.07
73,99.11
74,99.13
75,99.08
76,99.06
77,99.03
78,99.1
79,99.07
80,99.06
81,99.04
82,99.04
83,99.13
84,99.08
85,99.13
86,99.15
87,99.08
88,99.13
89,99.08
90,99.1
91,99.05
92,99.08
93,99.08
94,99.03
95,99.09
96,99.11
97,99.12
98,99.11
99,99.06
100,99.12
