round,accuracy
1,37.9
2,42.15
3,44.13
4,46.08
5,47.02
6,48.81
7,49.55
8,49.98
9,51.39
10,51.66
11,51.75
12,51.92
13,52.35
14,52.39
15,52.96
16,53.15
17,53.38
18,53.64
19,54.33
20,53.93
21,54.12
22,54.25
23,54.67
24,54.69
25,54.96
26,55.26
27,55.2
28,55.5
29,55.46
30,55.57
31,55.89
32,55.68
33,55.68
34,55.84
35,55.51
36,55.6
37,55.94
38,55.85
39,55.96
40,56.11
41,56.1
42,56.07
43,56.3
44,55.76
45,56.03
46,55.68
47,55.9
48,56.03
49,56.03
50,56.35
51,56.17
52,56.25
53,56.33
54,56.38
55,55.76
56,56.13
57,56.58
58,56.15
59,56.37
60,55.93
61,56.44
62,56.19
63,55.77
64,56.43
65,55.8
66,55.94
67,55.74
68,55.9
69,55.99
70,55.68
71,56.28
72,55.45
73,55.82
74,55.66
75,55.83
76,55.7
77,55.41
78,55.55
79,55.76
80,55.53
81,55.55
82,55.89
83,55.88
84,55.52
85,55.45
86,55.37
87,55.2
88,55.47
89,55.47
90,55.24
91,55.34
92,55.14
93,54.65
94,54.8
95,55.06
96,54.87
97,54.71
98,54.84
99,54.67
100,54.71
