round,accuracy
1,38.01
2,39.62
3,38.86
4,39.28
5,39.97
6,39.91
7,39.23
8,38.3
9,38.57
10,38.81
11,38.76
12,39.47
13,38.4
14,38.68
15,39.69
16,38.68
17,38.89
18,38.35
19,38.37
20,38.77
21,39.18
22,38.62
23,39.1
24,38.58
25,38.32
26,39.1
27,39.0
28,38.71
29,39.3
30,37.94
31,38.19
32,37.81
33,38.13
34,37.36
35,38.29
36,37.99
37,38.24
38,38.8
39,37.91
40,37.57
41,38.19
42,37.39
43,38.38
44,38.13
45,38.34
46,37.9
47,38.68
48,38.14
49,37.73
50,37.45
51,38.68
52,36.05
53,38.35
54,38.15
55,38.14
56,37.48
57,38.11
58,37.42
59,37.94
60,38.41
61,37.76
62,38.16
63,38.25
64,37.12
65,37.07
66,37.53
67,37.54
68,35.95
69,37.26
70,37.84
71,37.88
72,37.71
73,37.31
74,38.32
75,38.42
76,37.27
77,37.59
78,38.44
79,38.32
80,37.96
81,37.05
82,37.6
83,37.13
84,37.65
85,37.82
86,37.4
87,37.95
88,36.87
89,37.55
90,36.89
91,37.65
92,38.21
93,36.95
94,37.75
95,37.94
96,38.38
97,37.43
98,37.79
99,37.79
100,37.18
