round,accuracy
1,89.42
2,89.77
3,89.77
4,89.87
5,89.81
6,89.83
7,89.85
8,89.56
9,90.01
10,89.8
11,89.85
12,89.91
13,89.99
14,89.98
15,89.75
16,89.91
17,89.97
18,90.04
19,89.85
20,89.81
21,89.9
22,89.73
23,89.8
24,89.8
25,89.6
26,89.78
27,89.69
28,89.73
29,89.76
30,89.9
31,89.76
32,89.88
33,89.77
34,89.8
35,89.66
36,89.81
37,89.69
38,89.65
39,89.7
40,89.74
41,89.64
42,89.73
43,89.78
44,89.67
45,89.79
46,89.86
47,89.73
48,89.93
49,89.53
50,89.64
51,89.68
52,89.67
53,89.86
54,89.66
55,89.65
56,89.6
57,89.6
58,89.57
59,89.66
60,89.64
61,89.68
62,89.45
63,89.61
64,89.69
65,89.6
66,89.64
67,89.79
68,89.5
69,89.75
70,89.54
71,89.64
72,89.6
73,89.6
74,89.65
75,89.73
76,89.69
77,89.67
78,89.58
79,89.58
80,89.56
81,89.51
82,89.58
83,89.56
84,89.52
85,89.54
86,89.57
87,89.44
88,89.67
89,89.63
90,89.55
91,89.65
92,89.65
93,89.54
94,89.48
95,89.55
96,89.52
97,89.55
98,89.52
99,89.57
100,89.49
