round,accuracy
1,86.77
2,91.33
3,92.45
4,93.34
5,93.74
6,94.36
7,94.54
8,94.76
9,94.93
10,95.11
11,95.26
12,95.45
13,95.59
14,95.69
15,95.77
16,95.9
17,95.97
18,96.15
19,96.18
20,96.36
21,96.21
22,96.34
23,96.38
24,96.41
25,96.44
26,96.47
27,96.52
28,96.53
29,96.49
30,96.62
31,96.61
32,96.46
33,96.48
34,96.55
35,96.64
36,96.68
37,96.66
38,96.69
39,96.77
40,96.88
41,96.81
42,96.76
43,96.71
44,96.86
45,96.93
46,96.86
47,96.94
48,96.89
49,96.84
50,96.88
51,96.83
52,96.87
53,96.89
54,96.84
55,96.84
56,96.92
57,96.91
58,96.84
59,96.78
60,96.86
61,96.83
62,96.82
63,96.93
64,96.94
65,96.93
66,96.86
67,96.96
68,96.9
69,96.92
70,96.93
71,96.98
72,97.01
73,96.98
74,97.04
75,97.0
76,97.03
77,96.98
78,97.01
79,96.99
80,97.02
81,97.02
82,97.01
83,97.0
84,97.04
85,96.97
86,96.96
87,96.92
88,97.1
89,97.1
90,97.02
91,97.09
92,97.02
93,97.01
94,97.04
95,97.1
96,97.0
97,97.11
98,97.09
99,97.15
100,97.14
