round,accuracy
1,3.07
2,4.74
3,6.53
4,8.45
5,9.59
6,11.08
7,12.18
8,12.58
9,13.14
10,13.65
11,14.03
12,14.71
13,15.23
14,15.85
15,16.03
16,16.46
17,16.5
18,16.98
19,17.05
20,17.35
21,17.63
22,17.64
23,17.56
24,18.26
25,18.22
26,18.25
27,18.35
28,18.21
29,18.48
30,18.46
31,18.46
32,18.44
33,18.54
34,18.54
35,18.31
36,18.3
37,18.21
38,18.33
39,18.22
40,18.5
41,18.34
42,18.55
43,18.08
44,18.07
45,18.13
46,18.19
47,18.22
48,18.22
49,18.11
50,17.97
51,17.86
52,18.08
53,17.7
54,17.63
55,17.67
56,17.68
57,17.78
58,17.57
59,17.81
60,17.47
61,17.57
62,17.69
63,17.52
64,17.5
65,17.4
66,17.43
67,17.52
68,17.33
69,17.24
70,17.44
71,17.45
72,17.44
73,17.16
74,17.06
75,17.17
76,16.93
77,16.77
78,16.95
79,16.96
80,16.86
81,16.92
82,17.07
83,16.76
84,16.75
85,16.69
86,16.79
87,16.76
88,16.33
89,16.58
90,16.52
91,16.53
92,16.35
93,16.54
94,16.45
95,16.56
96,16.65
97,16.52
98,16.35
99,16.63
100,16.41
