round,accuracy
1,25.96
2,30.08
3,33.9
4,36.42
5,38.37
6,39.71
7,41.7
8,42.78
9,43.49
10,44.74
11,45.73
12,46.46
13,46.97
14,47.73
15,47.95
16,48.63
17,48.21
18,48.45
19,48.4
20,48.46
21,48.21
22,47.84
23,47.65
24,48.11
25,47.34
26,46.92
27,47.01
28,46.51
29,46.84
30,46.26
31,46.4
32,45.86
33,46.09
34,45.19
35,45.25
36,45.3
37,45.73
38,45.13
39,45.19
40,45.02
41,44.45
42,44.57
43,44.51
44,44.3
45,44.32
46,44.15
47,44.46
48,44.29
49,44.33
50,43.9
51,43.99
52,43.71
53,43.51
54,43.57
55,43.16
56,43.5
57,43.54
58,43.53
59,43.32
60,43.3
61,43.3
62,43.38
63,43.24
64,43.18
65,43.39
66,43.08
67,42.91
68,43.01
69,42.65
70,42.67
71,43.41
72,43.0
73,42.87
74,42.56
75,43.02
76,42.85
77,42.92
78,42.51
79,42.69
80,42.77
81,42.85
82,42.56
83,42.68
84,42.42
85,42.87
86,42.63
87,42.58
88,42.71
89,42.67
90,42.67
91,42.42
92,42.46
93,42.54
94,42.66
95,42.8
96,42.74
97,42.55
98,42.76
99,42.67
100,42.57
