round,accuracy
1,84.21
2,89.78
3,91.56
4,92.92
5,93.73
6,94.64
7,94.85
8,95.7
9,95.99
10,96.2
11,96.55
12,96.75
13,96.86
14,96.94
15,97.16
16,97.28
17,97.35
18,97.35
19,97.52
20,97.54
21,97.57
22,97.57
23,97.75
24,97.74
25,97.8
26,97.81
27,97.89
28,97.93
29,97.92
30,98.01
31,97.98
32,98.03
33,98.08
34,97.98
35,98.08
36,98.13
37,98.08
38,98.12
39,98.08
40,98.11
41,98.19
42,98.17
43,98.16
44,98.2
45,98.21
46,98.22
47,98.2
48,98.25
49,98.22
50,98.23
51,98.25
52,98.32
53,98.28
54,98.31
55,98.28
56,98.29
57,98.33
58,98.33
59,98.34
60,98.32
61,98.32
62,98.35
63,98.37
64,98.36
65,98.38
66,98.4
67,98.43
68,98.41
69,98.42
70,98.45
71,98.39
72,98.32
73,98.38
74,98.43
75,98.43
76,98.42
77,98.45
78,98.46
79,98.45
80,98.45
81,98.43
82,98.42
83,98.44
84,98.48
85,98.44
86,98.39
87,98.42
88,98.41
89,98.44
90,98.43
91,98.44
92,98.44
93,98.43
94,98.41
95,98.47
96,98.47
97,98.49
98,98.48
99,98.49
100,98.48
