round,accuracy
1,8.26
2,12.42
3,14.45
4,15.86
5,16.3
6,16.98
7,17.63
8,17.97
9,18.71
10,18.87
11,18.47
12,18.49
13,18.72
14,18.66
15,18.77
16,18.42
17,18.16
18,18.27
19,17.99
20,17.98
21,18.34
22,18.14
23,18.01
24,18.06
25,17.82
26,18.05
27,17.98
28,17.92
29,18.09
30,17.76
31,18.13
32,17.85
33,17.9
34,18.19
35,17.92
36,18.24
37,18.47
38,18.14
39,18.4
40,18.15
41,18.22
42,18.42
43,18.17
44,18.1
45,17.79
46,18.08
47,18.08
48,18.05
49,18.19
50,18.19
51,17.83
52,18.36
53,18.06
54,17.96
55,18.29
56,18.33
57,18.52
58,18.52
59,18.55
60,18.29
61,18.14
62,17.91
63,18.2
64,18.22
65,17.97
66,18.13
67,18.21
68,18.24
69,18.3
70,18.3
71,18.09
72,17.81
73,18.3
74,18.08
75,18.2
76,18.31
77,18.11
78,18.04
79,18.01
80,18.1
81,18.34
82,18.07
83,17.92
84,18.02
85,18.09
86,18.14
87,18.13
88,18.0
89,17.97
90,18.03
91,18.0
92,17.75
93,17.91
94,18.05
95,18.11
96,18.28
97,18.09
98,17.89
99,17.86
100,17.84
