round,accuracy
1,1.19
2,2.02
3,4.04
4,6.11
5,8.47
6,12.18
7,14.02
8,17.34
9,18.67
10,20.09
11,22.25
12,22.92
13,24.3
14,25.72
15,26.63
16,27.42
17,27.76
18,28.19
19,29.45
20,30.0
21,30.52
22,31.16
23,32.09
24,31.81
25,32.6
26,32.01
27,32.6
28,32.46
29,33.25
30,33.44
31,33.54
32,34.49
33,34.67
34,34.85
35,34.9
36,34.9
37,34.74
38,35.43
39,35.4
40,35.69
41,35.56
42,35.53
43,35.83
44,35.63
45,35.74
46,35.97
47,36.03
48,36.03
49,36.0
50,36.03
51,36.36
52,36.24
53,36.54
54,36.02
55,36.16
56,36.62
57,36.52
58,36.42
59,35.79
60,36.43
61,36.1
62,36.17
63,36.39
64,36.49
65,36.15
66,36.19
67,36.52
68,36.74
69,36.4
70,36.36
71,36.83
72,36.32
73,36.41
74,36.38
75,36.63
76,36.68
77,36.27
78,36.78
79,36.63
80,37.14
81,37.09
82,37.11
83,36.63
84,36.94
85,37.17
86,37.09
87,37.19
88,36.92
89,36.7
90,37.18
91,36.75
92,36.86
93,37.03
94,37.24
95,36.93
96,37.05
97,37.21
98,37.05
99,36.84
100,37.12
