round,accuracy
1,46.32
2,63.27
3,57.38
4,73.82
5,74.7
6,74.89
7,77.39
8,78.91
9,78.62
10,79.2
11,79.71
12,82.86
13,83.11
14,86.05
15,88.21
16,87.82
17,88.48
18,88.71
19,88.94
20,88.76
21,88.91
22,88.96
23,88.98
24,89.29
25,89.37
26,89.42
27,88.95
28,89.57
29,88.96
30,89.79
31,89.74
32,89.68
33,89.84
34,90.05
35,89.86
36,90.26
37,89.58
38,89.69
39,90.06
40,90.31
41,89.93
42,90.4
43,90.1
44,90.71
45,90.62
46,90.16
47,90.04
48,90.19
49,89.56
50,89.41
51,89.33
52,89.77
53,89.53
54,90.18
55,89.78
56,89.74
57,88.78
58,90.17
59,89.82
60,90.56
61,90.69
62,90.38
63,90.73
64,89.86
65,90.05
66,90.01
67,90.32
68,90.33
69,90.84
70,90.63
71,90.07
72,90.68
73,90.51
74,90.34
75,90.65
76,90.6
77,90.88
78,90.63
79,90.37
80,90.79
81,90.49
82,90.56
83,90.62
84,90.09
85,90.52
86,90.18
87,90.58
88,90.15
89,90.7
90,90.14
91,90.25
92,89.86
93,90.71
94,90.22
95,90.69
96,90.61
97,90.75
98,90.67
99,90.66
100,90.33
