round,accuracy
1,13.51
2,9.91
3,11.47
4,9.91
5,14.99
6,10.0
7,10.0
8,10.0
9,10.0
10,10.01
11,10.0
12,10.0
13,10.0
14,10.0
15,10.0
16,11.8
17,16.03
18,15.93
19,10.76
20,14.25
21,10.51
22,15.19
23,16.26
24,10.4
25,14.88
26,12.97
27,15.04
28,13.61
29,17.03
30,16.38
31,16.68
32,14.37
33,19.68
34,19.0
35,19.81
36,16.72
37,14.24
38,13.44
39,17.22
40,15.4
41,15.06
42,16.08
43,13.38
44,19.24
45,16.09
46,20.55
47,17.82
48,18.69
49,17.45
50,16.26
51,15.73
52,17.37
53,11.74
54,18.19
55,18.67
56,18.56
57,17.31
58,17.46
59,16.62
60,16.69
61,17.36
62,19.7
63,18.05
64,22.35
65,19.67
66,19.83
67,21.78
68,24.5
69,19.31
70,19.49
71,19.5
72,20.66
73,19.37
74,18.65
75,22.79
76,17.02
77,22.23
78,22.66
79,17.35
80,19.22
81,23.17
82,15.34
83,16.2
84,18.73
85,21.24
86,19.33
87,22.49
88,23.11
89,20.17
90,19.16
91,24.32
92,17.0
93,22.43
94,15.86
95,16.69
96,21.16
97,20.59
98,18.56
99,18.42
100,22.03
