round,accuracy
1,5.57
2,8.74
3,11.75
4,13.33
5,14.16
6,15.23
7,15.73
8,16.81
9,17.49
10,17.76
11,17.68
12,18.13
13,18.14
14,18.28
15,18.26
16,18.59
17,18.88
18,18.89
19,18.91
20,18.67
21,18.75
22,18.66
23,18.89
24,18.9
25,19.05
26,19.1
27,19.22
28,19.0
29,19.22
30,19.19
31,19.32
32,19.53
33,19.28
34,19.38
35,19.28
36,19.35
37,19.4
38,19.52
39,19.3
40,19.47
41,19.21
42,19.27
43,19.04
44,19.4
45,19.41
46,19.1
47,19.45
48,19.34
49,19.1
50,19.28
51,19.34
52,19.11
53,19.29
54,18.84
55,19.25
56,19.1
57,19.22
58,19.35
59,19.12
60,19.04
61,19.13
62,19.21
63,19.21
64,19.42
65,19.49
66,19.07
67,19.17
68,19.37
69,19.19
70,19.1
71,19.39
72,19.01
73,19.07
74,18.83
75,19.07
76,19.01
77,18.96
78,19.13
79,19.18
80,19.08
81,19.08
82,18.64
83,18.83
84,18.89
85,18.87
86,18.72
87,18.87
88,18.76
89,18.98
90,18.82
91,19.1
92,18.61
93,18.94
94,18.71
95,18.62
96,18.72
97,18.72
98,18.77
99,18.25
100,18.72
