round,accuracy
1,10.99
2,10.85
3,10.04
4,10.09
5,11.58
6,10.04
7,9.18
8,9.78
9,9.84
10,10.16
11,9.47
12,10.04
13,9.74
14,10.71
15,9.97
16,10.35
17,9.95
18,10.5
19,10.0
20,10.88
21,9.74
22,8.84
23,10.47
24,12.27
25,9.96
26,11.06
27,9.8
28,10.3
29,10.0
30,9.93
31,9.71
32,9.75
33,10.0
34,10.57
35,10.81
36,10.62
37,11.1
38,9.83
39,10.62
40,9.93
41,10.4
42,9.82
43,10.4
44,10.42
45,10.57
46,10.0
47,10.07
48,10.68
49,10.08
50,10.83
51,10.01
52,10.89
53,8.81
54,10.17
55,12.18
56,10.03
57,7.91
58,8.96
59,11.49
60,9.57
61,7.63
62,10.55
63,12.49
64,9.69
65,8.24
66,9.62
67,11.56
68,9.65
69,7.48
70,10.16
71,11.32
72,10.07
73,7.79
74,10.32
75,11.1
76,10.35
77,8.64
78,9.95
79,9.62
80,9.9
81,9.5
82,10.46
83,10.12
84,8.8
85,10.9
86,10.55
87,8.38
88,9.17
89,10.64
90,10.16
91,8.76
92,10.27
93,9.1
94,9.74
95,9.75
96,9.98
97,9.59
98,9.15
99,10.79
100,10.7
