round,accuracy
1,36.1
2,35.33
3,35.23
4,36.05
5,35.12
6,35.19
7,35.45
8,35.0
9,34.59
10,34.99
11,34.91
12,33.76
13,33.41
14,32.9
15,34.18
16,33.14
17,33.82
18,33.69
19,33.55
20,33.08
21,33.05
22,33.25
23,32.62
24,32.77
25,33.15
26,32.91
27,32.27
28,32.56
29,32.4
30,32.99
31,32.14
32,32.08
33,32.51
34,32.85
35,32.45
36,33.04
37,32.61
38,32.41
39,33.02
40,32.71
41,32.47
42,31.74
43,32.37
44,31.66
45,31.92
46,31.95
47,31.78
48,31.44
49,32.04
50,31.7
51,31.96
52,31.6
53,31.18
54,31.69
55,31.86
56,31.52
57,32.14
58,31.74
59,31.6
60,31.39
61,31.48
62,31.35
63,30.86
64,31.71
65,31.52
66,31.36
67,31.45
68,30.8
69,31.8
70,31.13
71,31.88
72,31.04
73,31.06
74,30.86
75,31.24
76,31.33
77,30.62
78,30.97
79,30.85
80,30.94
81,31.47
82,31.2
83,30.94
84,30.21
85,31.29
86,31.28
87,31.33
88,31.42
89,30.49
90,30.63
91,30.62
92,31.33
93,31.12
94,30.74
95,31.24
96,30.84
97,30.48
98,31.03
99,31.47
100,30.95
