round,accuracy
1,8.85
2,10.7
3,12.07
4,12.27
5,12.96
6,12.73
7,12.82
8,12.8
9,12.22
10,12.91
11,12.48
12,12.4
13,12.58
14,12.54
15,12.33
16,11.85
17,12.54
18,12.2
19,12.08
20,12.17
21,11.95
22,12.24
23,11.79
24,12.11
25,12.1
26,11.99
27,12.03
28,11.53
29,11.61
30,11.66
31,11.53
32,11.59
33,11.63
34,11.31
35,11.77
36,11.53
37,11.65
38,11.36
39,11.53
40,11.51
41,11.38
42,11.29
43,11.34
44,11.42
45,11.56
46,11.42
47,11.13
48,10.92
49,11.3
50,11.26
51,11.16
52,11.25
53,10.95
54,11.06
55,11.37
56,10.94
57,11.0
58,10.87
59,11.03
60,10.73
61,10.96
62,11.03
63,10.84
64,10.56
65,10.68
66,10.95
67,10.7
68,10.92
69,10.82
70,10.71
71,10.62
72,10.64
73,10.69
74,10.76
75,10.56
76,10.74
77,10.38
78,10.78
79,10.48
80,10.55
81,10.72
82,10.76
83,10.63
84,10.82
85,10.71
86,10.5
87,10.42
88,10.7
89,10.66
90,10.67
91,10.61
92,10.41
93,10.66
94,10.43
95,10.85
96,10.47
97,10.48
98,10.44
99,10.39
100,10.59
