round,accuracy
1,28.33
2,29.98
3,31.3
4,32.69
5,32.24
6,31.27
7,31.71
8,31.93
9,30.82
10,30.83
11,30.76
12,29.89
13,30.05
14,30.97
15,31.13
16,30.23
17,30.14
18,30.49
19,29.2
20,29.91
21,30.33
22,31.05
23,30.64
24,30.0
25,30.59
26,30.08
27,30.12
28,28.96
29,29.4
30,30.4
31,29.74
32,30.07
33,29.99
34,29.96
35,29.89
36,29.25
37,30.86
38,30.33
39,30.16
40,29.14
41,30.46
42,30.49
43,29.6
44,29.4
45,30.18
46,29.67
47,31.27
48,29.52
49,29.0
50,29.06
51,30.15
52,29.31
53,30.48
54,29.43
55,29.37
56,28.83
57,28.87
58,28.63
59,27.73
60,29.72
61,29.16
62,28.73
63,28.52
64,29.32
65,29.3
66,30.09
67,29.76
68,29.27
69,28.48
70,28.53
71,28.51
72,28.15
73,27.16
74,28.87
75,29.08
76,28.56
77,28.98
78,29.57
79,28.1
80,29.29
81,28.32
82,29.73
83,28.71
84,28.19
85,28.51
86,28.78
87,28.89
88,27.93
89,28.71
90,27.29
91,27.44
92,28.67
93,27.81
94,28.17
95,28.72
96,28.8
97,27.83
98,28.61
99,27.96
100,27.48
