round,accuracy
1,38.18
2,39.93
3,35.24
4,38.62
5,46.97
6,44.2
7,56.79
8,67.18
9,62.18
10,64.54
11,62.42
12,67.21
13,71.92
14,72.5
15,74.06
16,72.68
17,74.49
18,75.44
19,73.18
20,75.57
21,73.99
22,70.25
23,70.7
24,67.52
25,69.19
26,73.47
27,79.04
28,80.73
29,78.18
30,68.32
31,64.95
32,70.67
33,78.72
34,84.69
35,86.31
36,87.55
37,87.92
38,87.51
39,86.79
40,87.16
41,86.33
42,86.27
43,83.46
44,84.63
45,80.88
46,79.03
47,79.85
48,80.83
49,83.57
50,86.51
51,85.81
52,87.92
53,87.84
54,88.16
55,87.54
56,86.7
57,85.11
58,83.99
59,80.22
60,78.59
61,79.13
62,87.47
63,88.99
64,90.01
65,90.59
66,89.33
67,90.58
68,89.98
69,89.26
70,88.44
71,88.25
72,82.78
73,86.43
74,85.74
75,87.8
76,86.49
77,86.65
78,84.04
79,83.05
80,87.04
81,89.16
82,89.12
83,87.14
84,89.6
85,90.42
86,90.4
87,88.77
88,89.02
89,88.82
90,88.76
91,89.89
92,89.29
93,90.49
94,90.99
95,90.38
96,89.61
97,88.1
98,90.46
99,90.71
100,91.03
