round,accuracy
1,4.51
2,6.67
3,8.26
4,10.3
5,12.24
6,13.05
7,13.67
8,14.58
9,15.12
10,15.69
11,16.07
12,16.63
13,16.62
14,17.33
15,17.47
16,17.57
17,17.79
18,17.65
19,17.9
20,18.1
21,17.86
22,18.16
23,18.43
24,18.29
25,18.56
26,18.5
27,18.35
28,18.97
29,18.84
30,18.93
31,18.87
32,18.72
33,18.75
34,18.75
35,19.22
36,18.83
37,19.25
38,18.97
39,19.33
40,19.07
41,19.02
42,19.43
43,19.18
44,19.37
45,19.12
46,19.2
47,18.95
48,19.36
49,19.18
50,19.36
51,19.07
52,19.15
53,19.16
54,18.85
55,19.08
56,19.03
57,19.14
58,19.05
59,19.29
60,19.17
61,19.07
62,19.01
63,18.85
64,19.04
65,19.32
66,19.0
67,19.12
68,19.11
69,19.06
70,18.83
71,18.62
72,18.93
73,18.86
74,19.06
75,18.82
76,18.71
77,18.88
78,18.95
79,19.02
80,18.97
81,18.77
82,18.85
83,18.88
84,18.77
85,18.98
86,18.88
87,18.55
88,18.89
89,18.59
90,18.46
91,18.57
92,18.5
93,18.77
94,18.51
95,18.52
96,18.46
97,18.65
98,18.51
99,18.52
100,18.58
