round,accuracy
1,5.51
2,7.47
3,9.23
4,10.46
5,11.8
6,12.55
7,13.36
8,14.01
9,14.79
10,15.0
11,15.5
12,16.25
13,16.62
14,16.76
15,17.62
16,17.9
17,17.96
18,18.29
19,18.17
20,18.28
21,18.28
22,18.57
23,18.39
24,18.19
25,18.16
26,17.81
27,18.02
28,17.62
29,17.76
30,17.63
31,17.44
32,17.52
33,17.16
34,17.02
35,16.95
36,16.83
37,16.81
38,16.55
39,16.41
40,16.45
41,16.35
42,16.64
43,16.2
44,16.23
45,16.17
46,15.89
47,16.12
48,16.02
49,15.97
50,15.91
51,15.93
52,16.03
53,15.77
54,15.88
55,15.69
56,15.97
57,15.69
58,15.67
59,15.83
60,15.9
61,15.76
62,15.53
63,15.79
64,15.49
65,15.46
66,15.49
67,15.26
68,15.31
69,15.67
70,15.3
71,15.42
72,15.24
73,15.44
74,15.34
75,15.32
76,15.43
77,15.24
78,15.21
79,15.4
80,14.99
81,15.03
82,15.21
83,15.15
84,15.07
85,15.17
86,15.08
87,15.12
88,15.03
89,15.0
90,15.1
91,14.99
92,15.02
93,15.13
94,15.03
95,15.26
96,14.88
97,14.95
98,15.03
99,15.1
100,14.99
